Cluster-4.0_NODE_23550_length_721_cov_3.757225_g13277_i0.p1	240	tr|B0WIT8|B0WIT8_CULQU	711	3.64e-73	245	626	233	52.8	tr|B0WIT8|B0WIT8_CULQU Juvenile hormone esterase OS=Culex quinquefasciatus OX=7176 GN=6038924 PE=3 SV=1
Cluster-4.0_NODE_23550_length_721_cov_3.757225_g13277_i0.p1	240	tr|A0A182SVL6|A0A182SVL6_9DIPT	578	3.76e-73	242	618	235	54.0	tr|A0A182SVL6|A0A182SVL6_9DIPT Carboxylic ester hydrolase OS=Anopheles maculatus OX=74869 PE=3 SV=1
Cluster-4.0_NODE_23550_length_721_cov_3.757225_g13277_i0.p1	240	tr|A0A084WE80|A0A084WE80_ANOSI	580	3.93e-73	242	618	235	54.9	tr|A0A084WE80|A0A084WE80_ANOSI Carboxylic ester hydrolase OS=Anopheles sinensis OX=74873 GN=ZHAS_00016833 PE=3 SV=1
Cluster-4.0_NODE_23550_length_721_cov_3.757225_g13277_i0.p1	240	tr|A0A182MHX8|A0A182MHX8_9DIPT	542	5.07e-72	238	608	235	54.0	tr|A0A182MHX8|A0A182MHX8_9DIPT Carboxylic ester hydrolase OS=Anopheles culicifacies OX=139723 PE=3 SV=1
Cluster-8.0_NODE_28859_length_464_cov_4.000000_g17746_i0.p1	154	tr|B0WQ59|B0WQ59_CULQU	1648	6.02e-65	224	572	154	98.1	tr|B0WQ59|B0WQ59_CULQU Flocculation protein FLO11-like OS=Culex quinquefasciatus OX=7176 GN=6041605 PE=4 SV=1
Cluster-8.0_NODE_28859_length_464_cov_4.000000_g17746_i0.p1	154	tr|A0A182GCS0|A0A182GCS0_AEDAL	1520	3.14e-14	79.7	195	68	64.7	tr|A0A182GCS0|A0A182GCS0_AEDAL Extensin-like OS=Aedes albopictus OX=7160 GN=RP20_CCG007671 PE=4 SV=1
Cluster-8.0_NODE_28859_length_464_cov_4.000000_g17746_i0.p1	154	tr|Q16W29|Q16W29_AEDAE	1534	9.61e-11	69.7	169	68	58.8	tr|Q16W29|Q16W29_AEDAE AAEL009355-PA OS=Aedes aegypti OX=7159 GN=AAEL009355 PE=4 SV=1
Cluster-14.0_NODE_29262_length_448_cov_3.995227_g18130_i0.p1	149	tr|A0A1S4JIU4|A0A1S4JIU4_CULQU	497	1.42e-91	283	725	149	96.0	tr|A0A1S4JIU4|A0A1S4JIU4_CULQU Cytochrome P450 325Y4 OS=Culex quinquefasciatus OX=7176 PE=3 SV=1
Cluster-14.0_NODE_29262_length_448_cov_3.995227_g18130_i0.p1	149	tr|B0WK34|B0WK34_CULQU	526	3.13e-91	283	725	149	96.0	tr|B0WK34|B0WK34_CULQU Cytochrome P450 OS=Culex quinquefasciatus OX=7176 GN=CpipJ_CPIJ007089 PE=3 SV=1
Cluster-14.0_NODE_29262_length_448_cov_3.995227_g18130_i0.p1	149	tr|B0WK35|B0WK35_CULQU	499	6.21e-50	176	446	136	61.0	tr|B0WK35|B0WK35_CULQU Cytochrome P450 325Y5 OS=Culex quinquefasciatus OX=7176 GN=6039457 PE=3 SV=1
Cluster-14.0_NODE_29262_length_448_cov_3.995227_g18130_i0.p1	149	tr|B0WK37|B0WK37_CULQU	498	7.36e-47	168	425	147	59.2	tr|B0WK37|B0WK37_CULQU Cytochrome P450 325Y7 OS=Culex quinquefasciatus OX=7176 GN=6039462 PE=3 SV=1
Cluster-14.0_NODE_29262_length_448_cov_3.995227_g18130_i0.p1	149	tr|A0A8D8NN77|A0A8D8NN77_CULPI	499	1.47e-46	167	423	147	59.2	tr|A0A8D8NN77|A0A8D8NN77_CULPI Cytochrome P450 4V2 OS=Culex pipiens OX=7175 PE=3 SV=1
Cluster-14.0_NODE_29262_length_448_cov_3.995227_g18130_i0.p1	149	tr|B0WK38|B0WK38_CULQU	500	1.13e-45	165	417	147	57.8	tr|B0WK38|B0WK38_CULQU Cytochrome P450 OS=Culex quinquefasciatus OX=7176 GN=6039463 PE=3 SV=1
Cluster-14.0_NODE_29262_length_448_cov_3.995227_g18130_i0.p1	149	tr|B0WK36|B0WK36_CULQU	500	2.21e-45	164	415	147	58.5	tr|B0WK36|B0WK36_CULQU Cytochrome P450 325Y6 OS=Culex quinquefasciatus OX=7176 GN=6039461 PE=3 SV=1
Cluster-14.0_NODE_29262_length_448_cov_3.995227_g18130_i0.p1	149	tr|B0WK29|B0WK29_CULQU	258	8.22e-41	146	369	132	53.8	tr|B0WK29|B0WK29_CULQU Cytochrome P450 OS=Culex quinquefasciatus OX=7176 GN=6039485 PE=3 SV=1
Cluster-15.0_NODE_26048_length_585_cov_5.757194_g15264_i0.p1	195	tr|B0WLW2|B0WLW2_CULQU	504	2.79e-79	254	649	195	93.3	tr|B0WLW2|B0WLW2_CULQU Angiopoietin-4 OS=Culex quinquefasciatus OX=7176 GN=6040260 PE=4 SV=1
Cluster-15.0_NODE_26048_length_585_cov_5.757194_g15264_i0.p1	195	tr|Q16GB9|Q16GB9_AEDAE	442	1.99e-25	112	279	174	40.2	tr|Q16GB9|Q16GB9_AEDAE Fibrinogen and fibronectin OS=Aedes aegypti OX=7159 GN=5564422 PE=4 SV=1
Cluster-15.0_NODE_26048_length_585_cov_5.757194_g15264_i0.p1	195	tr|A0A1S4G1W4|A0A1S4G1W4_AEDAE	442	1.99e-25	112	279	174	40.2	tr|A0A1S4G1W4|A0A1S4G1W4_AEDAE AAEL014432-PA OS=Aedes aegypti OX=7159 GN=AAEL014432 PE=4 SV=1
Cluster-16.0_NODE_30629_length_402_cov_2.769437_g19454_i0.p1	134	tr|B0WMH0|B0WMH0_CULQU	393	6.02e-87	268	684	134	94.8	tr|B0WMH0|B0WMH0_CULQU CUB domain-containing protein OS=Culex quinquefasciatus OX=7176 GN=6040518 PE=4 SV=1
Cluster-16.0_NODE_30629_length_402_cov_2.769437_g19454_i0.p1	134	tr|B0W5L3|B0W5L3_CULQU	386	4.19e-64	209	532	129	73.6	tr|B0W5L3|B0W5L3_CULQU CUB domain-containing protein OS=Culex quinquefasciatus OX=7176 GN=6033568 PE=4 SV=1
Cluster-16.0_NODE_30629_length_402_cov_2.769437_g19454_i0.p1	134	tr|A0A6I8TU77|A0A6I8TU77_AEDAE	398	4.08e-61	202	513	132	65.9	tr|A0A6I8TU77|A0A6I8TU77_AEDAE CUB domain-containing protein OS=Aedes aegypti OX=7159 GN=5574154 PE=4 SV=1
Cluster-16.0_NODE_30629_length_402_cov_2.769437_g19454_i0.p1	134	tr|Q16RG2|Q16RG2_AEDAE	381	1.05e-60	200	509	134	64.9	tr|Q16RG2|Q16RG2_AEDAE CUB domain-containing protein OS=Aedes aegypti OX=7159 GN=5574153 PE=4 SV=1
Cluster-16.0_NODE_30629_length_402_cov_2.769437_g19454_i0.p1	134	tr|A0A1S4FRV0|A0A1S4FRV0_AEDAE	381	1.05e-60	200	509	134	64.9	tr|A0A1S4FRV0|A0A1S4FRV0_AEDAE AAEL010969-PA OS=Aedes aegypti OX=7159 GN=AAEL010969 PE=4 SV=1
Cluster-16.0_NODE_30629_length_402_cov_2.769437_g19454_i0.p1	134	tr|A0A6I8TX65|A0A6I8TX65_AEDAE	383	6.23e-60	198	504	131	64.1	tr|A0A6I8TX65|A0A6I8TX65_AEDAE CUB domain-containing protein OS=Aedes aegypti OX=7159 GN=110676121 PE=4 SV=1
Cluster-16.0_NODE_30629_length_402_cov_2.769437_g19454_i0.p1	134	tr|Q16RG1|Q16RG1_AEDAE	686	1.18e-58	202	513	132	65.9	tr|Q16RG1|Q16RG1_AEDAE AAEL010973-PA OS=Aedes aegypti OX=7159 GN=AAEL010973 PE=4 SV=1
Cluster-16.0_NODE_30629_length_402_cov_2.769437_g19454_i0.p1	134	tr|A0A182GWV8|A0A182GWV8_AEDAL	685	2.26e-58	201	511	132	64.4	tr|A0A182GWV8|A0A182GWV8_AEDAL CUB domain-containing protein OS=Aedes albopictus OX=7160 GN=RP20_CCG017277 PE=4 SV=1
Cluster-17.0_NODE_27260_length_530_cov_4.636727_g16301_i0.p1	123	tr|A0A8D8FX84|A0A8D8FX84_CULPI	109	6.09e-06	52.0	123	32	71.9	tr|A0A8D8FX84|A0A8D8FX84_CULPI (northern house mosquito) hypothetical protein OS=Culex pipiens OX=7175 PE=4 SV=1
Cluster-28.0_NODE_22234_length_801_cov_4.253886_g12335_i0.p1	191	tr|B0WTJ0|B0WTJ0_CULQU	215	1.65e-37	138	348	87	89.7	tr|B0WTJ0|B0WTJ0_CULQU Predicted protein OS=Culex quinquefasciatus OX=7176 GN=6042977 PE=3 SV=1
Cluster-28.0_NODE_22234_length_801_cov_4.253886_g12335_i0.p1	191	tr|Q16K01|Q16K01_AEDAE	250	2.97e-13	76.3	186	97	53.6	tr|Q16K01|Q16K01_AEDAE AAEL013148-PA OS=Aedes aegypti OX=7159 GN=AAEL013148 PE=4 SV=1
Cluster-28.0_NODE_22234_length_801_cov_4.253886_g12335_i0.p1	191	tr|A0A6I8TNF1|A0A6I8TNF1_AEDAE	385	9.68e-13	76.3	186	97	53.6	tr|A0A6I8TNF1|A0A6I8TNF1_AEDAE Transmembrane protein OS=Aedes aegypti OX=7159 GN=5577296 PE=4 SV=1
Cluster-28.0_NODE_22234_length_801_cov_4.253886_g12335_i0.p1	191	tr|A0A182QQ59|A0A182QQ59_9DIPT	338	1.17e-10	70.1	170	75	54.7	tr|A0A182QQ59|A0A182QQ59_9DIPT Transmembrane protein OS=Anopheles farauti OX=69004 PE=4 SV=1
Cluster-28.0_NODE_22234_length_801_cov_4.253886_g12335_i0.p1	191	tr|A0A182JCT3|A0A182JCT3_9DIPT	356	1.74e-10	69.7	169	96	47.9	tr|A0A182JCT3|A0A182JCT3_9DIPT Transmembrane protein OS=Anopheles atroparvus OX=41427 PE=4 SV=1
Cluster-28.0_NODE_22234_length_801_cov_4.253886_g12335_i0.p1	191	tr|A0A6E8W948|A0A6E8W948_ANOCL	302	4.14e-09	65.5	158	93	49.5	tr|A0A6E8W948|A0A6E8W948_ANOCL RR_TM4-6 domain-containing protein OS=Anopheles coluzzii OX=1518534 PE=4 SV=1
Cluster-28.0_NODE_22234_length_801_cov_4.253886_g12335_i0.p1	191	tr|A0A0E4G8F5|A0A0E4G8F5_ANOGA	303	5.71e-09	65.1	157	94	48.9	tr|A0A0E4G8F5|A0A0E4G8F5_ANOGA Autophagy-related protein OS=Anopheles gambiae OX=7165 PE=4 SV=1
Cluster-28.0_NODE_22234_length_801_cov_4.253886_g12335_i0.p1	191	tr|A0A182I7M2|A0A182I7M2_ANOAR	463	2.91e-08	63.5	153	90	50.0	tr|A0A182I7M2|A0A182I7M2_ANOAR Transmembrane protein OS=Anopheles arabiensis OX=7173 PE=4 SV=2
Cluster-31.0_NODE_28313_length_486_cov_2.536105_g17243_i0.p1	161	tr|B0WAI7|B0WAI7_CULQU	685	1.37e-80	261	666	132	97.0	tr|B0WAI7|B0WAI7_CULQU Trypsin eta OS=Culex quinquefasciatus OX=7176 GN=6035565 PE=3 SV=1
Cluster-31.0_NODE_28313_length_486_cov_2.536105_g17243_i0.p1	161	tr|Q171W3|Q171W3_AEDAE	358	4.77e-24	105	263	75	60.0	tr|Q171W3|Q171W3_AEDAE AAEL007519-PA OS=Aedes aegypti OX=7159 GN=AAEL007519 PE=3 SV=1
Cluster-31.0_NODE_28313_length_486_cov_2.536105_g17243_i0.p1	161	tr|A0A182QK40|A0A182QK40_9DIPT	353	1.68e-23	104	259	93	55.9	tr|A0A182QK40|A0A182QK40_9DIPT Peptidase S1 domain-containing protein OS=Anopheles farauti OX=69004 PE=3 SV=1
Cluster-31.0_NODE_28313_length_486_cov_2.536105_g17243_i0.p1	161	tr|A0A1S4FGQ8|A0A1S4FGQ8_AEDAE	358	1.80e-23	104	259	75	58.7	tr|A0A1S4FGQ8|A0A1S4FGQ8_AEDAE Oviductin OS=Aedes aegypti OX=7159 GN=5569259 PE=3 SV=1
Cluster-31.0_NODE_28313_length_486_cov_2.536105_g17243_i0.p1	161	tr|A0A1S4GLF3|A0A1S4GLF3_ANOGA	351	4.43e-23	103	256	93	52.7	tr|A0A1S4GLF3|A0A1S4GLF3_ANOGA Serine protease like protein OS=Anopheles gambiae OX=7165 PE=3 SV=1
Cluster-31.0_NODE_28313_length_486_cov_2.536105_g17243_i0.p1	161	tr|A0A8W7MU91|A0A8W7MU91_ANOAR	351	4.43e-23	103	256	93	52.7	tr|A0A8W7MU91|A0A8W7MU91_ANOAR Uncharacterized protein OS=Anopheles arabiensis OX=7173 PE=4 SV=1
Cluster-31.0_NODE_28313_length_486_cov_2.536105_g17243_i0.p1	161	tr|A0A2Y9D3N9|A0A2Y9D3N9_ANOQN	351	4.43e-23	103	256	93	52.7	tr|A0A2Y9D3N9|A0A2Y9D3N9_ANOQN Peptidase S1 domain-containing protein OS=Anopheles quadriannulatus OX=34691 PE=3 SV=1
Cluster-31.0_NODE_28313_length_486_cov_2.536105_g17243_i0.p1	161	tr|A0A6E8VJK8|A0A6E8VJK8_ANOCL	351	4.43e-23	103	256	93	52.7	tr|A0A6E8VJK8|A0A6E8VJK8_ANOCL Peptidase S1 domain-containing protein OS=Anopheles coluzzii OX=1518534 PE=3 SV=1
Cluster-31.1_NODE_29326_length_446_cov_3.589928_g18192_i0.p1	148	tr|A0A182IKS9|A0A182IKS9_9DIPT	408	9.33e-19	91.7	226	163	36.8	tr|A0A182IKS9|A0A182IKS9_9DIPT Uncharacterized protein OS=Anopheles atroparvus OX=41427 PE=4 SV=1
Cluster-31.1_NODE_29326_length_446_cov_3.589928_g18192_i0.p2	148	tr|B0WAI7|B0WAI7_CULQU	685	2.42e-98	306	784	148	99.3	tr|B0WAI7|B0WAI7_CULQU Trypsin eta OS=Culex quinquefasciatus OX=7176 GN=6035565 PE=3 SV=1
Cluster-31.1_NODE_29326_length_446_cov_3.589928_g18192_i0.p2	148	tr|A0A1S4FGQ8|A0A1S4FGQ8_AEDAE	358	6.33e-78	244	623	147	78.9	tr|A0A1S4FGQ8|A0A1S4FGQ8_AEDAE Oviductin OS=Aedes aegypti OX=7159 GN=5569259 PE=3 SV=1
Cluster-31.1_NODE_29326_length_446_cov_3.589928_g18192_i0.p2	148	tr|Q171W3|Q171W3_AEDAE	358	6.33e-78	244	623	147	78.9	tr|Q171W3|Q171W3_AEDAE AAEL007519-PA OS=Aedes aegypti OX=7159 GN=AAEL007519 PE=3 SV=1
Cluster-31.1_NODE_29326_length_446_cov_3.589928_g18192_i0.p2	148	tr|A0A182TXW0|A0A182TXW0_9DIPT	218	8.09e-75	231	590	148	71.6	tr|A0A182TXW0|A0A182TXW0_9DIPT Peptidase S1 domain-containing protein OS=Anopheles melas OX=34690 PE=3 SV=1
Cluster-31.1_NODE_29326_length_446_cov_3.589928_g18192_i0.p2	148	tr|Q17036|Q17036_ANOGA	250	1.60e-74	232	591	148	71.6	tr|Q17036|Q17036_ANOGA Serine proteinase (Fragment) OS=Anopheles gambiae OX=7165 PE=3 SV=1
Cluster-31.1_NODE_29326_length_446_cov_3.589928_g18192_i0.p2	148	tr|F7IWD8|F7IWD8_ANOGA	283	4.55e-74	232	591	148	71.6	tr|F7IWD8|F7IWD8_ANOGA AGAP004568-PA (Fragment) OS=Anopheles gambiae OX=7165 GN=AgaP_AGAP004568 PE=3 SV=1
Cluster-31.1_NODE_29326_length_446_cov_3.589928_g18192_i0.p2	148	tr|A0A8W7MU91|A0A8W7MU91_ANOAR	351	2.50e-73	232	592	148	71.6	tr|A0A8W7MU91|A0A8W7MU91_ANOAR Uncharacterized protein OS=Anopheles arabiensis OX=7173 PE=4 SV=1
Cluster-31.1_NODE_29326_length_446_cov_3.589928_g18192_i0.p2	148	tr|A0A1S4GLF3|A0A1S4GLF3_ANOGA	351	3.54e-73	232	591	148	71.6	tr|A0A1S4GLF3|A0A1S4GLF3_ANOGA Serine protease like protein OS=Anopheles gambiae OX=7165 PE=3 SV=1
Cluster-33.0_NODE_27082_length_538_cov_2.632613_g16153_i0.p1	178	tr|B0WE23|B0WE23_CULQU	1290	1.72e-103	333	853	174	98.9	tr|B0WE23|B0WE23_CULQU Serine protease OS=Culex quinquefasciatus OX=7176 GN=6036993 PE=3 SV=1
Cluster-33.0_NODE_27082_length_538_cov_2.632613_g16153_i0.p1	178	tr|Q16L19|Q16L19_AEDAE	881	1.23e-72	244	623	182	69.8	tr|Q16L19|Q16L19_AEDAE AAEL012797-PA OS=Aedes aegypti OX=7159 GN=AAEL012797 PE=3 SV=1
Cluster-33.0_NODE_27082_length_538_cov_2.632613_g16153_i0.p1	178	tr|Q16TD7|Q16TD7_AEDAE	1309	1.82e-71	244	623	182	69.8	tr|Q16TD7|Q16TD7_AEDAE AAEL010267-PA (Fragment) OS=Aedes aegypti OX=7159 GN=AAEL010267 PE=3 SV=1
Cluster-33.0_NODE_27082_length_538_cov_2.632613_g16153_i0.p1	178	tr|A0A6I8U3D9|A0A6I8U3D9_AEDAE	1344	1.91e-71	244	623	182	69.8	tr|A0A6I8U3D9|A0A6I8U3D9_AEDAE Peptidase S1 domain-containing protein OS=Aedes aegypti OX=7159 GN=5573081 PE=3 SV=1
Cluster-33.0_NODE_27082_length_538_cov_2.632613_g16153_i0.p1	178	tr|A0A0P6JRY6|A0A0P6JRY6_AEDAE	1354	1.94e-71	244	623	182	69.8	tr|A0A0P6JRY6|A0A0P6JRY6_AEDAE Putative serine proteinase stubble OS=Aedes aegypti OX=7159 PE=2 SV=1
Cluster-33.0_NODE_27082_length_538_cov_2.632613_g16153_i0.p1	178	tr|A0A6I8TSX5|A0A6I8TSX5_AEDAE	1383	1.99e-71	244	623	182	69.8	tr|A0A6I8TSX5|A0A6I8TSX5_AEDAE Peptidase S1 domain-containing protein OS=Aedes aegypti OX=7159 GN=5573081 PE=3 SV=1
Cluster-33.0_NODE_27082_length_538_cov_2.632613_g16153_i0.p1	178	tr|A0A182GKK5|A0A182GKK5_AEDAL	1170	6.98e-69	236	603	178	71.9	tr|A0A182GKK5|A0A182GKK5_AEDAL Peptidase S1 domain-containing protein OS=Aedes albopictus OX=7160 GN=RP20_CCG011524 PE=3 SV=1
Cluster-33.0_NODE_27082_length_538_cov_2.632613_g16153_i0.p1	178	tr|A0A182NBL4|A0A182NBL4_9DIPT	1367	3.61e-52	189	480	181	60.2	tr|A0A182NBL4|A0A182NBL4_9DIPT Peptidase S1 domain-containing protein OS=Anopheles dirus OX=7168 PE=3 SV=1
Cluster-36.0_NODE_32376_length_349_cov_3.134375_g21188_i0.p1	116	tr|B0WEP9|B0WEP9_CULQU	1174	2.48e-25	109	273	52	100	tr|B0WEP9|B0WEP9_CULQU Sporozoite surface protein 2-like OS=Culex quinquefasciatus OX=7176 GN=6037317 PE=4 SV=1
Cluster-36.0_NODE_32376_length_349_cov_3.134375_g21188_i0.p1	116	tr|Q0IEY9|Q0IEY9_AEDAE	1134	2.61e-23	103	258	120	77.5	tr|Q0IEY9|Q0IEY9_AEDAE AAEL007430-PA (Fragment) OS=Aedes aegypti OX=7159 GN=AAEL007430 PE=4 SV=1
Cluster-36.0_NODE_32376_length_349_cov_3.134375_g21188_i0.p1	116	tr|A0A6I8U0V7|A0A6I8U0V7_AEDAE	1249	2.62e-23	103	258	120	77.5	tr|A0A6I8U0V7|A0A6I8U0V7_AEDAE Kazal-like domain-containing protein OS=Aedes aegypti OX=7159 GN=5569173 PE=4 SV=1
Cluster-36.0_NODE_32376_length_349_cov_3.134375_g21188_i0.p1	116	tr|A0A182K566|A0A182K566_9DIPT	1248	3.10e-17	86.7	213	121	66.9	tr|A0A182K566|A0A182K566_9DIPT Mediator of RNA polymerase II transcription subunit 15 OS=Anopheles christyi OX=43041 PE=4 SV=1
Cluster-36.0_NODE_32376_length_349_cov_3.134375_g21188_i0.p1	116	tr|A0A182WJV0|A0A182WJV0_9DIPT	1324	6.94e-16	82.8	203	121	66.9	tr|A0A182WJV0|A0A182WJV0_9DIPT Mediator of RNA polymerase II transcription subunit 15 OS=Anopheles minimus OX=112268 PE=4 SV=1
Cluster-36.0_NODE_32376_length_349_cov_3.134375_g21188_i0.p1	116	tr|A0A182I2M2|A0A182I2M2_ANOAR	1183	9.42e-16	82.4	202	121	64.5	tr|A0A182I2M2|A0A182I2M2_ANOAR Mediator of rna polymerase ii transcription subunit 12 OS=Anopheles arabiensis OX=7173 PE=4 SV=1
Cluster-36.0_NODE_32376_length_349_cov_3.134375_g21188_i0.p1	116	tr|A0A182WX30|A0A182WX30_ANOQN	1321	9.47e-16	82.4	202	121	64.5	tr|A0A182WX30|A0A182WX30_ANOQN Mediator of RNA polymerase II transcription subunit 15 OS=Anopheles quadriannulatus OX=34691 PE=4 SV=1
Cluster-36.0_NODE_32376_length_349_cov_3.134375_g21188_i0.p1	116	tr|A0A6E8VS49|A0A6E8VS49_ANOCL	1322	9.47e-16	82.4	202	121	64.5	tr|A0A6E8VS49|A0A6E8VS49_ANOCL Mediator of RNA polymerase II transcription subunit 15 OS=Anopheles coluzzii OX=1518534 PE=4 SV=1
Cluster-38.0_NODE_15049_length_1363_cov_3.633433_g7847_i0.p1	453	tr|B0WQ59|B0WQ59_CULQU	1648	2.83e-169	527	1357	469	85.7	tr|B0WQ59|B0WQ59_CULQU Flocculation protein FLO11-like OS=Culex quinquefasciatus OX=7176 GN=6041605 PE=4 SV=1
Cluster-38.0_NODE_15049_length_1363_cov_3.633433_g7847_i0.p1	453	tr|Q16W29|Q16W29_AEDAE	1534	6.18e-15	89.4	220	344	27.3	tr|Q16W29|Q16W29_AEDAE AAEL009355-PA OS=Aedes aegypti OX=7159 GN=AAEL009355 PE=4 SV=1
Cluster-38.0_NODE_15049_length_1363_cov_3.633433_g7847_i0.p1	453	tr|A0A182GCS0|A0A182GCS0_AEDAL	1520	4.06e-11	77.4	189	338	26.0	tr|A0A182GCS0|A0A182GCS0_AEDAL Extensin-like OS=Aedes albopictus OX=7160 GN=RP20_CCG007671 PE=4 SV=1
Cluster-38.1_NODE_28328_length_485_cov_2.938596_g17255_i0.p1	161	tr|B0WQ59|B0WQ59_CULQU	1648	4.07e-60	211	537	162	93.8	tr|B0WQ59|B0WQ59_CULQU Flocculation protein FLO11-like OS=Culex quinquefasciatus OX=7176 GN=6041605 PE=4 SV=1
