transcript	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Cluster-80718.12144_A1.NODE_6203_length_9451_cov_205.071611_g3330_i0	199.818164919235	24.9514784679897	3.02634430088469	8.24475868812932	1.65493857301225e-16	1.18166535768461e-13
Cluster-80718.12161_A1.NODE_21349_length_5768_cov_724.759867_g9193_i0	12.2675295087733	-7.20425332126068	1.60151460113983	-4.49840002465995	6.84667798046175e-06	0.0020713125659807
Cluster-80718.12176_A0.TRINITY_DN3227_c1_g1_i23	77.6306210289579	9.65748465303303	1.68636617325682	5.72680169122573	1.02341682715409e-08	4.16721502060021e-06
Cluster-80718.12179_A1.NODE_55484_length_3035_cov_338.723383_g5768_i3	21.156479850114	-4.42255566212061	0.846440180711128	-5.22488861339858	1.74259977839424e-07	6.41903031816865e-05
Cluster-80718.12470_A1.NODE_27086_length_5075_cov_725.011382_g10500_i1	54.1598202269584	-9.34595014518623	1.90617125484252	-4.90299605633196	9.43858799767237e-07	0.000323183688441209
Cluster-80718.12647_A0.TRINITY_DN2651_c1_g1_i10	28.3890547518462	22.2330175835491	2.92716602253781	7.59540709763821	3.06826294305903e-14	1.67486024180554e-11
Cluster-80718.13091_A1.NODE_114003_length_1391_cov_1122.500755_g15907_i5	22.0058539381802	-2.29271277012969	0.585652029535791	-3.91480376486866	9.04777640222113e-05	0.021845015143946
Cluster-80718.13333_A0.TRINITY_DN35072_c0_g4_i1	2.45252320951099	-4.88123913144898	1.32192875069288	-3.69251302605418	0.000222048963666964	0.0476731958514969
Cluster-80718.13468_A1.NODE_131677_length_1160_cov_133.159195_g11233_i2	3.70331092654353	-4.85207177295902	1.14280057591992	-4.24577295041458	2.17841139105005e-05	0.00610032122238306
Cluster-80718.13883_A0.TRINITY_DN5335_c0_g1_i6	31.9495521217435	-1.17795730394827	0.297032813472362	-3.96574806055183	7.31661141750665e-05	0.0180707108122973
Cluster-80718.14111_A1.NODE_61245_length_2779_cov_197.470870_g1317_i19	29.250339971774	2.00490862851102	0.516440897523134	3.88216471260627	0.000103530709980156	0.0247584654522227
Cluster-80718.14361_A0.TRINITY_DN2595_c1_g1_i3	16.8781009626482	-3.05550354925822	0.811609144424418	-3.76474756383523	0.000166717422112359	0.0373044419453288
Cluster-80718.14438_A0.TRINITY_DN7930_c0_g1_i14	97.1898151131909	-24.8533193618938	3.02656353672013	-8.21172893294922	2.18026036460732e-16	1.54214012333979e-13
Cluster-80718.14493_A1.NODE_54313_length_3091_cov_584.593585_g17172_i3	11.3589583345542	-7.09309230578953	1.57127434523552	-4.51422905700555	6.35475058735314e-06	0.00193414215907078
Cluster-80718.15405_A1.NODE_60724_length_2803_cov_478.838816_g2687_i4	81.338058133261	-2.40135717435073	0.584493885864335	-4.10843848400512	3.98343273485773e-05	0.010603180077755
Cluster-80718.15733_A0.TRINITY_DN1099_c0_g3_i1	79.3662507593469	-24.5688358891152	3.01730083740404	-8.14265372035398	3.86707061509989e-16	2.61259637578625e-13
Cluster-80718.15757_A1.NODE_11221_length_7682_cov_24.302429_g2071_i1	33.4305843701647	8.44162779491679	2.23359142391553	3.77939658279958	0.000157208869115294	0.0355420936993381
Cluster-80718.15856_A0.TRINITY_DN2842_c0_g1_i11	43.4759501850108	22.8254152859751	2.9471225456198	7.74498343134717	9.55943108876906e-15	5.67013515119235e-12
Cluster-80718.15956_A0.TRINITY_DN4912_c0_g1_i1	31.6656405645464	22.3853739674764	2.90284885443664	7.71151895602939	1.24328986649408e-14	7.14934381664627e-12
Cluster-80718.1597_A1.NODE_56541_length_2987_cov_13.043836_g21923_i0	29.9525829057817	-4.75519852861171	0.98488048968008	-4.82819852605299	1.37773709243876e-06	0.000461263316910514
Cluster-80718.16188_A0.TRINITY_DN1783_c0_g1_i38	38.0904229444036	22.6360247916871	2.94600408004828	7.68363660627252	1.54634905942551e-14	8.72552070951264e-12
Cluster-80718.16404_A0.TRINITY_DN8169_c0_g1_i5	1585.59985530464	3.02810108776606	0.719171752381948	4.21053952374627	2.54761546958323e-05	0.00700403647868504
Cluster-80718.16681_A0.TRINITY_DN1440_c0_g1_i10	43.6690732869211	-9.03470485743907	1.69812782380495	-5.32039151045488	1.03544181024349e-07	3.8709336895651e-05
Cluster-80718.16857_A1.NODE_69887_length_2438_cov_1426.204555_g27191_i0	319.699737338221	-3.31789432239744	0.767042755048009	-4.32556633976651	1.52140471680278e-05	0.00438266373286406
Cluster-80718.16857_A1.NODE_70787_length_2406_cov_1467.960667_g27191_i1	410.350029861876	-3.61577025967194	0.803036522577193	-4.50262243125358	6.71200653151168e-06	0.002034656321994
Cluster-80718.16915_A1.NODE_8029_length_8673_cov_2096.625029_g3612_i1	8.79129439559362	-2.84042070715907	0.736160529451792	-3.85842570135387	0.000114119748701795	0.0270758538892342
Cluster-80718.17020_A0.TRINITY_DN2414_c0_g1_i8	38.1952461128956	-23.575321780245	2.90770731341477	-8.10787305568196	5.15135135771911e-16	3.43405948762214e-13
Cluster-80718.17148_A1.NODE_31668_length_4614_cov_2955.732131_g12555_i1	6598.68082517922	1.27834964199465	0.325009450812281	3.93326913663503	8.37983209138641e-05	0.0204767860181473
Cluster-80718.17291_A1.NODE_16388_length_6552_cov_20.162066_g7335_i0	81.3493203689362	-2.97655761449701	0.776365930473233	-3.83396217899806	0.000126095537976245	0.0293182598093211
Cluster-80718.17337_A1.NODE_60791_length_2800_cov_305.031833_g23559_i0	177.332375227037	24.7187564337478	3.02636428324928	8.16780602737234	3.14048324299881e-16	2.15064574957708e-13
Cluster-80718.17582_A0.TRINITY_DN9058_c0_g1_i2	21.6843576551866	-8.02622113205816	1.5727221724647	-5.10339414842725	3.3361515073763e-07	0.000120532673848874
Cluster-80718.17776_A1.NODE_150857_length_980_cov_231.198248_g1199_i1	8.48631824925837	-4.2562803091645	0.973930919161729	-4.37020760448587	1.24128466240371e-05	0.00365255285064611
Cluster-80718.17921_A0.TRINITY_DN3522_c1_g3_i5	34.8496038104564	-4.00059635297931	1.0202608844433	-3.92115037828018	8.81272425801108e-05	0.0213802934619596
Cluster-80718.18032_A1.NODE_34555_length_4361_cov_406.617839_g13934_i0	4.54780446733154	-5.76860560327918	1.55089608470028	-3.71953070240292	0.000199593285572343	0.0436437225124001
Cluster-80718.18094_A0.TRINITY_DN2281_c0_g1_i13	92.0020856420019	9.90259785501768	1.77175401725346	5.58914937321181	2.28184608381426e-08	8.97599606113243e-06
Cluster-80718.18185_A1.NODE_84006_length_2004_cov_806.368611_g30734_i1	5.53812000757598	-5.46464397193669	1.07324322830898	-5.0917106465669	3.54847349388745e-07	0.000127897001941528
Cluster-80718.18242_A1.NODE_66677_length_2556_cov_405.513459_g10303_i3	92.9859593073944	5.68792239028785	1.3296631260059	4.27771687357643	1.88819965361891e-05	0.00533722836049854
Cluster-80718.18446_A0.TRINITY_DN10087_c0_g2_i7	50.5622169169988	22.9654263698409	2.97921838747912	7.7085407589986	1.27264476525671e-14	7.29031892352893e-12
Cluster-80718.1857_A1.NODE_24688_length_5347_cov_10.324432_g10423_i0	45.4986527539908	-7.36411852373298	1.69998781508116	-4.33186547480131	1.4785127281924e-05	0.0042754558371735
Cluster-80718.18642_A1.NODE_71069_length_2395_cov_4309.821735_g3622_i3	319.962788416184	-6.41711019144754	0.39220010813832	-16.3618266754388	3.58219603940582e-60	6.27546596628885e-57
Cluster-80718.18799_A0.TRINITY_DN603_c1_g1_i43	36.6128781339197	8.57302861603622	2.31064336258517	3.71023445454803	0.000207067392175159	0.0449518245500248
Cluster-80718.1905_A1.NODE_121088_length_1290_cov_207.446443_g55057_i0	31.3301256485979	-4.15740093971938	0.890713674075808	-4.66749423604959	3.04895300273273e-06	0.00096300253760736
Cluster-80718.19338_A1.NODE_56961_length_2966_cov_410.383236_g14277_i4	75.8363408848359	23.6026245264597	3.00307744823889	7.8594791287521	3.85734086774996e-15	2.38173408932107e-12
Cluster-80718.19360_A1.NODE_67686_length_2518_cov_5443.284782_g2089_i9	650.951258072719	-6.53996300390955	0.841373125917496	-7.77296398286775	7.66705474521795e-15	4.58377301928489e-12
Cluster-80718.19557_A1.NODE_21373_length_5765_cov_5925.232011_g3256_i4	2771.5322826381	-3.59490172273279	0.787239173888449	-4.56646701786488	4.96013038424127e-06	0.00153207441511012
Cluster-80718.19630_A0.TRINITY_DN2270_c3_g1_i25	44.8532074415839	-1.99865276231948	0.475865128112946	-4.20004039851623	2.66867360108618e-05	0.00728369014612396
Cluster-80718.20342_A1.NODE_74405_length_2283_cov_1628.601534_g29050_i0	724.501555339333	-7.06461377393945	1.36909026635354	-5.16007888417428	2.46845810704597e-07	9.07062024266925e-05
Cluster-80718.21044_A1.NODE_57551_length_2940_cov_319.597285_g22289_i0	25.5775118674443	1.69821273754465	0.460630301978019	3.68671520360744	0.000227167342942574	0.0485458222984188
Cluster-80718.21231_A1.NODE_646_length_16613_cov_148.747311_g404_i0	167.083858416658	3.82101235272079	0.357904763271822	10.6760589543169	1.31746693426999e-26	1.33213591174619e-23
Cluster-80718.21430_A1.NODE_12737_length_7317_cov_172.884552_g5960_i0	184.308826517257	-4.20090822638303	1.13572921698372	-3.69886427465506	0.00021656636430308	0.0466776421738737
Cluster-80718.21468_A1.NODE_19280_length_6062_cov_17524.355630_g1635_i4	191.600009755753	-2.79440726780344	0.590721563545233	-4.73049815725825	2.23969559988514e-06	0.000721004913211744
Cluster-80718.22148_A1.NODE_28978_length_4872_cov_72.514672_g11970_i0	27.1955777611302	3.35401714935691	0.839108050653822	3.9971218804819	6.41172927984053e-05	0.0160729570976954
Cluster-80718.22160_A1.NODE_116762_length_1350_cov_3500.472330_g24556_i2	32.5076218893828	-8.60892190872149	1.69326267598788	-5.0842211493848	3.6913764309435e-07	0.000132730091100123
Cluster-80718.22565_A1.NODE_84491_length_1991_cov_8.179834_g33478_i0	3.72675590112199	4.05475286726515	1.09505231895817	3.70279373603155	0.000213238246921373	0.0460921966182598
Cluster-80718.22664_A1.NODE_106254_length_1518_cov_183.306685_g45415_i0	14.8883139373936	-1.61390576855105	0.401863983464443	-4.01604979535034	5.9181756266431e-05	0.0149351159419501
Cluster-80718.22736_A1.NODE_22042_length_5672_cov_282.865299_g9377_i1	269.565835781975	11.4532260737983	1.77002114515338	6.47067189290887	9.75680893571182e-11	4.56506545790499e-08
Cluster-80718.22747_A1.NODE_25127_length_5295_cov_660.563122_g5397_i3	182.295241973042	-4.93390063993667	1.33063947548434	-3.70791693079809	0.000208971178680926	0.0452998400127909
Cluster-80718.22806_A1.NODE_164079_length_883_cov_104122.919118_g89347_i0	214.962718005212	-11.3350104552632	1.21997671405932	-9.29116951547982	1.52602194266942e-20	1.26323593330018e-17
Cluster-80718.22897_A1.NODE_112051_length_1421_cov_857.618907_g9402_i2	339.491384162584	2.32139202342949	0.571467389554419	4.06216009147872	4.86207136544783e-05	0.0126630024075275
Cluster-80718.23240_A1.NODE_56990_length_2965_cov_119.051070_g422_i38	25.0060212802493	-23.0003868931187	2.85962678700934	-8.04314290158578	8.75631151187188e-16	5.63768006866284e-13
Cluster-80718.23365_A1.NODE_20645_length_5856_cov_146.727414_g8954_i0	23.8605242347683	21.9871564526524	2.90418770931109	7.57084550084677	3.70802843053146e-14	2.00952465940805e-11
Cluster-80718.23416_A1.NODE_69648_length_2446_cov_474.220681_g5076_i35	35.6960549776212	22.5483494584176	2.92861834517433	7.69931305510392	1.36799648054273e-14	7.77739553819195e-12
Cluster-80718.23586_A1.NODE_91333_length_1819_cov_48216.261416_g1228_i32	16.9321432920048	7.45962386732873	1.63794760362679	4.55425060655875	5.25726529903755e-06	0.00161643741364836
Cluster-80718.23597_A1.NODE_129026_length_1191_cov_23178.158363_g2089_i14	1637.59078789116	3.95828544007506	0.315894305148615	12.5304108860489	5.08982951496911e-36	6.49854766860789e-33
Cluster-80718.23758_A1.NODE_27351_length_5045_cov_1061.726798_g11400_i0	151.510710747235	-5.3132082188945	1.37532630113681	-3.86323464802697	0.000111895430193668	0.0265899899330407
Cluster-80718.24420_A0.TRINITY_DN1237_c0_g1_i2	8.20712241261564	-6.62604771826107	1.57051456332333	-4.21902978361426	2.45355863394378e-05	0.00677015916174608
Cluster-80718.24543_A1.NODE_60544_length_2810_cov_534.189938_g285_i102	6.49980943525713	-6.29049259851441	1.17755187884312	-5.34200888430874	9.19221486941417e-08	3.46222475002767e-05
Cluster-80718.24850_A1.NODE_68596_length_2484_cov_40243.771618_g10470_i3	279.530190517021	-3.60860242915703	0.861510442220866	-4.18869261741565	2.80566116727006e-05	0.00764372704881989
Cluster-80718.24851_A1.NODE_79075_length_2149_cov_48066.668588_g6357_i3	7851.67510299778	-16.525608307748	0.999802241078593	-16.5288770406437	2.27339626578427e-61	4.07747152389038e-58
Cluster-80718.24879_A0.TRINITY_DN159_c15_g1_i1	134.05066303086	6.19451723074893	1.64525031470028	3.76509104748441	0.000166488405438637	0.0373044419453288
Cluster-80718.24896_A1.NODE_76787_length_2218_cov_16966.421664_g29939_i0	22.2781868397792	-2.95415843976402	0.587742158942394	-5.02628303043609	5.00077678672592e-07	0.000178111590995589
Cluster-80718.24907_A1.NODE_256608_length_536_cov_37984.309168_g177429_i0	800.743433925164	11.8683864499117	0.987649635847336	12.0167982846766	2.89991557270567e-33	3.5520193517745e-30
Cluster-80718.25118_A1.NODE_91196_length_1823_cov_17361.872437_g624_i9	3094.28836212862	-11.4950143862702	1.94529923626666	-5.90912399078044	3.4393176473398e-09	1.44738591461052e-06
Cluster-80718.25528_A1.NODE_68717_length_2480_cov_68619.649814_g26733_i0	2205.37757617638	8.3253479997192	1.28380811630296	6.48488500267009	8.87994890761257e-11	4.1677390108162e-08
Cluster-80718.25532_A1.NODE_155760_length_942_cov_51997.802286_g82175_i0	8730.87793264945	-8.16667571649623	0.660989007849969	-12.355236803499	4.5641019900956e-35	5.68283505558523e-32
Cluster-80718.25533_A1.NODE_56795_length_2974_cov_77556.304782_g22042_i0	19475.0540345784	-12.2109776643538	0.603600963736633	-20.2302156523424	5.30703581631858e-91	1.66573481052238e-87
Cluster-80718.25534_A1.NODE_74305_length_2286_cov_77970.107256_g29004_i0	640.132357671228	-6.34438832790667	1.17047166162985	-5.42036901523294	5.94761371138454e-08	2.26278165187748e-05
Cluster-80718.25535_A1.NODE_107704_length_1492_cov_72025.789474_g46296_i0	2442.05414703944	-4.63324290841419	0.643348749642983	-7.20175940496557	5.94405106933603e-13	3.02542158802398e-10
Cluster-80718.25536_A1.NODE_147733_length_1005_cov_54775.492537_g75464_i0	6205.24334773689	-11.0316287567818	0.451774686811916	-24.4184304229831	1.08977944210989e-131	6.31481080649362e-128
Cluster-80718.25559_A0.TRINITY_DN8842_c4_g1_i11	9.76824900654009	2.31089757392714	0.589154967443391	3.92239343063705	8.76736757477359e-05	0.0213315739633094
Cluster-80718.25641_A1.NODE_136413_length_1110_cov_188155.194631_g66348_i0	68449.8157348299	-11.5469043077454	0.364977433608445	-31.6373102676072	1.13349955865768e-219	2.43959871439725e-215
Cluster-80718.25695_A1.NODE_81004_length_2091_cov_20584.871047_g6201_i66	28.195390775576	-23.168750823992	2.88941450212768	-8.0184932992242	1.07050122138387e-15	6.82843616050318e-13
Cluster-80718.25720_A1.NODE_94172_length_1753_cov_41292.472123_g715_i43	32.9789641777359	8.42182185960704	2.25299630293495	3.73805400773896	0.000185450114914108	0.0409673443736723
Cluster-80718.25743_A1.NODE_194210_length_724_cov_145641.840183_g116793_i0	6936.13952547884	10.2854786905042	0.52884034580391	19.4491187597815	2.96482513172976e-84	7.83644893896972e-81
Cluster-80718.25744_A1.NODE_256131_length_537_cov_116030.010638_g176954_i0	203.317152213838	5.7517592184106	0.939857443107107	6.11982089474725	9.3680594082241e-10	4.16337009552694e-07
Cluster-80718.25749_A1.NODE_215549_length_644_cov_163771.362218_g137162_i0	150.427585504737	7.3885259000508	0.76231833697659	9.69217916146978	3.25508091847865e-22	2.8512048610295e-19
Cluster-80718.25752_A1.NODE_244877_length_562_cov_123311.020202_g165834_i0	461.254438312447	4.81818244043813	0.940933128164045	5.12064279194782	3.04495948626557e-07	0.000110276574817616
Cluster-80718.25753_A1.NODE_248309_length_554_cov_127807.365503_g169221_i0	20.1763666947602	3.77369941474501	0.755852398969194	4.99264065297862	5.95593097854575e-07	0.000207232010461137
Cluster-80718.25762_A1.NODE_241580_length_570_cov_234508.322068_g162589_i0	9571.66594745341	-7.37492456739864	0.857600815868139	-8.59948408506712	8.00752460641003e-18	6.06233994812628e-15
Cluster-80718.25763_A1.NODE_141717_length_1059_cov_325289.778226_g70524_i0	25493.3225178753	13.8288525669822	0.654081190024988	21.1424098076477	3.24099667005856e-99	1.1625840888437e-95
Cluster-80718.25764_A1.NODE_167194_length_863_cov_311413.204774_g92108_i0	1931.22400426045	10.4942465533697	0.536920364241941	19.545257085166	4.52705159711805e-85	1.21793047601823e-81
Cluster-80718.25765_A1.NODE_264525_length_520_cov_386552.410596_g185296_i0	1742.30661522546	7.31866763810478	0.561037328545952	13.044885368096	6.79591319121563e-39	9.06075650863147e-36
Cluster-80718.25766_A1.NODE_309385_length_448_cov_391988.509186_g230015_i0	2735.92517130887	9.89542690015805	0.880735026936904	11.2354188234948	2.73195211333732e-29	3.07159084659169e-26
Cluster-80718.25768_A1.NODE_473910_length_320_cov_611795.826087_g394506_i0	39.3055158220519	1.94757232792703	0.362543875929004	5.37196311187564	7.78840439146586e-08	2.94083513086179e-05
Cluster-80718.25769_A1.NODE_506739_length_306_cov_586269.631799_g427334_i0	1217.58687674358	6.80244058269355	1.29078690970224	5.26999501742913	1.36427462138603e-07	5.06256773850735e-05
Cluster-80718.25770_A1.NODE_583154_length_279_cov_302946.037736_g503749_i0	4.3829277709105	4.88443877861623	1.29214507057454	3.7801009266277	0.000156764799871063	0.0355158315545481
Cluster-80718.25774_A1.NODE_86735_length_1932_cov_36792.752279_g9632_i6	52.1128412032146	3.37313088482221	0.339445209479432	9.93718806636038	2.86808903982871e-23	2.58744566857218e-20
Cluster-80718.25775_A1.NODE_109783_length_1456_cov_99475.077754_g9632_i23	69.7629094785564	2.8343614118957	0.650436984278032	4.35762645791393	1.3148053310759e-05	0.00384783820160532
Cluster-80718.25778_A1.NODE_100143_length_1628_cov_151120.819347_g41813_i0	499.299301247536	7.383680628287	1.22813164591934	6.01212472035914	1.83107356947403e-09	7.92723312940769e-07
Cluster-80718.25779_A1.NODE_101589_length_1602_cov_152854.224104_g42633_i0	1166.16142120712	5.18514779956725	0.963820735457927	5.37978444415153	7.4575077804185e-08	2.82296649419616e-05
